expression,reading,meaning,tags
家具,かぐ,furniture,JLPT N3
学,がく,"learning, knowledge",JLPT N3
額,がく,amount; frame,JLPT N3
覚悟,かくご,"resolution, resignation, readiness",JLPT N3
確実,かくじつ,"certainty, reliability, soundness",JLPT N3
学者,がくしゃ,scholar,JLPT N3
学習,がくしゅう,"study, learning",JLPT N3
隠す,かくす,"to hide, to conceal",JLPT N3
拡大,かくだい,"magnification, enlargement",JLPT N3
確認,かくにん,"affirmation, confirmation",JLPT N3
学問,がくもん,"scholarship, study, learning",JLPT N3
隠れる,かくれる,"to hide, to be hidden",JLPT N3
影,かげ,"shade, shadow, other side",JLPT N3
陰,かげ,"shade, shadow, other side",JLPT N3
欠ける,かける,to be lacking,JLPT N3
加減,かげん,adjustment; addition and subtraction,JLPT N3
過去,かこ,past,JLPT N3
籠,かご,"basket, cage",JLPT N3
囲む,かこむ,"to surround, to encircle",JLPT N3
火災,かさい,"conflagration, fire",JLPT N3
重なる,かさなる,"to be piled up, lie on top of one another",JLPT N3
重ねる,かさねる,"to pile up, to put something on another, to heap up",JLPT N3
飾り,かざり,decoration,JLPT N3
貸し,かし,"loan, lending",JLPT N3
菓子,かし,"confectionery, sweet",JLPT N3
家事,かじ,household matters; housework (same as 家の仕事 (いえのしごと)),JLPT N3
賢い,かしこい,"wise, clever, smart",JLPT N3
歌手,かしゅ,singer,JLPT N3
数,かず,"number, figure, amount",JLPT N3
稼ぐ,かせぐ,"to earn income, to labor",JLPT N3
数える,かぞえる,to count,JLPT N3
型,かた,"mold, model, style",JLPT N3
肩,かた,shoulder,JLPT N3
堅い,かたい,"hard, firm, solid",JLPT N3
硬い,かたい,"hard, firm, solid",JLPT N3
方々,かたがた,persons,JLPT N3
片付く,かたづく,"to put in order, to solve",JLPT N3
刀,かたな,"sword, saber",JLPT N3
語る,かたる,"to talk, to tell, to recite",JLPT N3
勝ち,かち,"win, victory",JLPT N3
価値,かち,"value, worth, merit",JLPT N3
がっかり,がっかり,"feel disappointed, be dejected, lose heart",JLPT N3
活気,かっき,vigor; liveliness; vitality; energy,JLPT N3
楽器,がっき,musical instrument,JLPT N3
学期,がっき,term (school),JLPT N3
活動,かつどう,"action, activity",JLPT N3
活躍,かつやく,activity,JLPT N3
活用,かつよう,conjugation; practical use,JLPT N3
仮定,かてい,"assumption, supposition, hypothesis",JLPT N3
過程,かてい,process,JLPT N3
課程,かてい,"course, curriculum",JLPT N3
悲しむ,かなしむ,"to be sad, to mourn for, to regret",JLPT N3
必ずしも,かならずしも,"(not) always, (not) necessarily",JLPT N3
かなり,かなり,"considerably, fairly, quite",JLPT N3
金,かね,"gold, metal; money",JLPT N3
鐘,かね,"bell, chime",JLPT N3
可能,かのう,"possible, practicable, feasible",JLPT N3
株,かぶ,stock; stump (of tree),JLPT N3
被る,かぶる,to wear; to be covered with,JLPT N3
我慢,がまん,"patience, endurance, perseverance",JLPT N3
上,かみ,first volume; superior quality; governmental,JLPT N3
神,かみ,god,JLPT N3
雷,かみなり,thunder,JLPT N3
髪の毛,かみのけ,hair (head),JLPT N3
科目,かもく,"(school) subject, curriculum, course",JLPT N3
かもしれない,かもしれない,"maybe, perhaps",JLPT N3
かゆい,かゆい,"itchy, itching",JLPT N3
歌謡,かよう,"song, ballad",JLPT N3
空,から,empty,JLPT N3
殻,から,"shell, husk, hull",JLPT N3
柄,がら,pattern; build; character,JLPT N3
刈る,かる,"to cut (hair), to mow (grass), to harvest",JLPT N3
河,かわ,"river, stream",JLPT N3
皮,かわ,"skin, hide, leather",JLPT N3
革,かわ,leather,JLPT N3
可愛そう,かわいそう,"poor, pitiable, pathetic",JLPT N3
可愛らしい,かわいらしい,"lovely, sweet",JLPT N3
乾かす,かわかす,to dry,JLPT N3
渇く,かわく,to be thirsty,JLPT N3
代る,かわる,"to take the place of, to relieve, to be substituted for",JLPT N3
缶,かん,"can, tin",JLPT N3
勘,かん,"perception, intuition, the sixth sense",JLPT N3
考え,かんがえ,"thinking, thought, ideas",JLPT N3
感覚,かんかく,"sense, sensation",JLPT N3
間隔,かんかく,"space, interval, SPC",JLPT N3
観客,かんきゃく,"audience, spectator(s)",JLPT N3
環境,かんきょう,"environment, circumstance",JLPT N3
歓迎,かんげい,"welcome, reception",JLPT N3
観光,かんこう,sightseeing,JLPT N3
観察,かんさつ,"observation, survey",JLPT N3
感じ,かんじ,"feeling, sense, impression",JLPT N3
感謝,かんしゃ,"thanks, gratitude",JLPT N3
患者,かんじゃ,patient,JLPT N3
勘定,かんじょう,"calculation, counting, consideration",JLPT N3
感情,かんじょう,"emotion(s), feeling(s), sentiment",JLPT N3
感じる,かんじる,"to feel, to sense",JLPT N3
感心,かんしん,admiration,JLPT N3
関心,かんしん,"concern, interest",JLPT N3
関する,かんする,"to concern, to be related",JLPT N3
完成,かんせい,"complete, completion; perfection",JLPT N3
完全,かんぜん,"perfection, completeness",JLPT N3
乾燥,かんそう,"dry, arid, dehydrated",JLPT N3
感想,かんそう,"(one's) impressions, (one's) thoughts",JLPT N3
感動,かんどう,"being deeply moved, excitement",JLPT N3
監督,かんとく,"supervision, control, (movie) director",JLPT N3
管理,かんり,"control, management (e.g., of a business)",JLPT N3
完了,かんりょう,"completion, conclusion",JLPT N3
関連,かんれん,"relation, connection, relevance",JLPT N3
議員,ぎいん,"member of the Diet, congress, or parliament",JLPT N3
記憶,きおく,"memory, recollection, remembrance",JLPT N3
気温,きおん,temperature (weather - not used for things),JLPT N3
機械,きかい,"machine, machinery",JLPT N3
器械,きかい,instrument,JLPT N3
議会,ぎかい,"Diet, congress, parliament",JLPT N3
期間,きかん,"period, term",JLPT N3
機関,きかん,"engine; institution, organization",JLPT N3
企業,きぎょう,"industry, business, undertaking",JLPT N3
効く,きく,to be effective,JLPT N3
期限,きげん,"deadline, term",JLPT N3
機嫌,きげん,"humor, temper, mood",JLPT N3
気候,きこう,climate,JLPT N3
岸,きし,"bank, coast, shore",JLPT N3
生地,きじ,fabric; dough,JLPT N3
記事,きじ,"article, news story",JLPT N3
技師,ぎし,"engineer, technician",JLPT N3
記者,きしゃ,reporter,JLPT N3
傷,きず,"wound, injury, hurt",JLPT N3
期待,きたい,"expectation, anticipation, hope",JLPT N3
気体,きたい,"vapor, gas",JLPT N3
帰宅,きたく,returning home,JLPT N3
貴重,きちょう,"precious, valuable",JLPT N3
議長,ぎちょう,chairman,JLPT N3
きちんと,きちんと,"precisely, accurately",JLPT N3
きつい,きつい,"tight, close, intense",JLPT N3
気付く,きづく,"to notice, to recognize, to become aware of",JLPT N3
気に入る,きにいる,"to like, to be please",JLPT N3
記入,きにゅう,"entry, filling in of forms",JLPT N3
記念,きねん,"commemoration, memory",JLPT N3
機能,きのう,"function, faculty",JLPT N3
気の毒,きのどく,"pitiful, a pity",JLPT N3
寄付,きふ,"contribution, donation",JLPT N3
希望,きぼう,"hope, wish, aspiration",JLPT N3
基本,きほん,"basic, basis",JLPT N3
決まり,きまり,"settlement, conclusion, rule",JLPT N3
気味,きみ,"-like, -looking, -looked",JLPT N3
奇妙,きみょう,"strange, queer, curious",JLPT N3
義務,ぎむ,"duty, obligation, responsibility",JLPT N3
疑問,ぎもん,"question, problem, doubt",JLPT N3
逆,ぎゃく,"reverse, opposite",JLPT N3
キャプテン,キャプテン,captain,JLPT N3
キャンプ,キャンプ,camp,JLPT N3
旧,きゅう,ex-,JLPT N3
級,きゅう,"class, grade, rank",JLPT N3
球,きゅう,"globe, sphere, ball",JLPT N3
休暇,きゅうか,"vacation, holiday, day off",JLPT N3
休憩,きゅうけい,"rest, break, intermission",JLPT N3
急激,きゅうげき,"sudden, precipitous, radical",JLPT N3
吸収,きゅうしゅう,"absorption, suction",JLPT N3
救助,きゅうじょ,"relief, aid, rescue",JLPT N3
急速,きゅうそく,"rapid (e.g., progress)",JLPT N3
休息,きゅうそく,"rest, relief, relaxation",JLPT N3
急に,きゅうに,suddenly,JLPT N3
給料,きゅうりょう,"salary, wages",JLPT N3
器用,きよう,"skillful, handy",JLPT N3
教科書,きょうかしょ,textbook,JLPT N3
競技,きょうぎ,"game, match, contest",JLPT N3
行儀,ぎょうぎ,manners,JLPT N3
供給,きょうきゅう,"supply, provision",JLPT N3
教授,きょうじゅ,"teaching, instruction; professor",JLPT N3
強調,きょうちょう,"emphasis, stress, stressed point",JLPT N3
共通,きょうつう,"commonness, mutual",JLPT N3
共同,きょうどう,"cooperation, association, collaboration",JLPT N3
恐怖,きょうふ,"fear, terror",JLPT N3
協力,きょうりょく,"cooperation, collaboration",JLPT N3
強力,きょうりょく,"powerful, strong",JLPT N3
許可,きょか,"permission, approval",JLPT N3
局,きょく,"office, bureau, station(TV, radio)",JLPT N3
巨大,きょだい,"huge, gigantic, enormous",JLPT N3
嫌う,きらう,"to hate, to dislike, to loathe",JLPT N3
霧,きり,"fog, mist",JLPT N3
切れ,きれ,"cloth, piece, cut",JLPT N3
切れる,きれる,"to cut well, to be sharp; to break (off)",JLPT N3
記録,きろく,"record, minutes, document",JLPT N3
議論,ぎろん,"argument, discussion, dispute",JLPT N3
金,きん,"gold, metal; money",JLPT N3
銀,ぎん,silver,JLPT N3
禁煙,きんえん,No Smoking,JLPT N3
金額,きんがく,amount of money,JLPT N3
金庫,きんこ,"safe, vault",JLPT N3
禁止,きんし,"prohibition, ban",JLPT N3
金銭,きんせん,"money, cash",JLPT N3
金属,きんぞく,metal,JLPT N3
近代,きんだい,modern times,JLPT N3
緊張,きんちょう,"tension, mental strain, nervousness",JLPT N3
筋肉,きんにく,"muscle, sinews",JLPT N3
金融,きんゆう,"finance, money and banking",JLPT N3
句,く,phrase,JLPT N3
食う,くう,(male) (vulg.) to eat,JLPT N3
偶然,ぐうぜん,"(by) chance, unexpectedly",JLPT N3
臭い,くさい,"stinky, smelly, bad-smelling",JLPT N3
鎖,くさり,chain,JLPT N3
腐る,くさる,"to rot, to go bad",JLPT N3
癖,くせ,"a habit (often a bad habit), peculiarity",JLPT N3
管,くだ,"pipe, tube",JLPT N3
具体,ぐたい,"concrete, tangible, material",JLPT N3
下り,くだり,down-train (going away from Tokyo),JLPT N3
下る,くだる,"to get down, to descend",JLPT N3
苦痛,くつう,"pain, agony",JLPT N3
ぐっすり,ぐっすり,"sound asleep, fast asleep",JLPT N3
区別,くべつ,"distinction, differentiation, classification",JLPT N3
組,くみ,"class, team, set",JLPT N3
組合,くみあい,"association, union",JLPT N3
組む,くむ,to put together,JLPT N3
汲む,くむ,"to draw, to scoop, to pump",JLPT N3
酌む,くむ,to serve sake,JLPT N3
悔しい,くやしい,"regrettable, mortifying, vexing",JLPT N3
位,くらい,"grade, rank, about",JLPT N3
暮らし,くらし,living; life style,JLPT N3
クラシック,クラシック,classic(s),JLPT N3
暮らす,くらす,"to live, to get along",JLPT N3
グラス,グラス,glass; grass,JLPT N3
グランド,グランド,"gland, grand, (electrical) ground",JLPT N3
クリーム,クリーム,cream,JLPT N3
繰り返す,くりかえす,"to repeat, to do something over again",JLPT N3
クリスマス,クリスマス,Christmas,JLPT N3
狂う,くるう,"to go mad, to get out of order",JLPT N3
グループ,グループ,group,JLPT N3
苦しい,くるしい,tough; physically strenuous,JLPT N3
苦しむ,くるしむ,"to suffer, to groan, to be worried",JLPT N3
暮れ,くれ,"year end,",JLPT N3
苦労,くろう,hardship; suffering,JLPT N3
加える,くわえる,"to append, to sum up, to add (up)",JLPT N3
咥える,くわえる,to hold something in the mouth,JLPT N3
詳しい,くわしい,detailed; full; accurate,JLPT N3
加わる,くわわる,"to join in, to accede to",JLPT N3
訓,くん,native Japanese reading of a Chinese character,JLPT N3
軍,ぐん,"army, force, troops",JLPT N3
郡,ぐん,"country, district",JLPT N3
軍隊,ぐんたい,"army, troops",JLPT N3
訓練,くんれん,"practice, training",JLPT N3
下,げ,"under, below, beneath",JLPT N3
計,けい,"plan; sum, total",JLPT N3
敬意,けいい,"respect, honor",JLPT N3
経営,けいえい,"management, administration",JLPT N3
景気,けいき,"condition, state, business (condition)",JLPT N3
傾向,けいこう,"tendency, trend, inclination",JLPT N3
警告,けいこく,warning,JLPT N3
計算,けいさん,"calculation, reckoning",JLPT N3
掲示,けいじ,"notice, bulletin",JLPT N3
刑事,けいじ,"criminal case, (police) detective",JLPT N3
芸術,げいじゅつ,"(fine) art, the arts",JLPT N3
契約,けいやく,"contract, compact, agreement",JLPT N3
経由,けいゆ,"go by the way, via",JLPT N3
ケース,ケース,case,JLPT N3
ゲーム,ゲーム,game,JLPT N3
劇,げき,"drama, play",JLPT N3
劇場,げきじょう,"theater, playhouse",JLPT N3
化粧,けしょう,make-up (cosmetic),JLPT N3
けち,けち,"stinginess, miser",JLPT N3
血液,けつえき,blood,JLPT N3
結果,けっか,"result, consequence",JLPT N3
欠陥,けっかん,"defect, fault, deficiency",JLPT N3
結局,けっきょく,"after all, eventually",JLPT N3
決心,けっしん,"determination, resolution",JLPT N3
欠席,けっせき,"absence, non-attendance",JLPT N3
決定,けってい,"decision, determination",JLPT N3
欠点,けってん,"faults, defect, weakness",JLPT N3
結論,けつろん,conclusion,JLPT N3
煙,けむり,"smoke, fumes",JLPT N3
蹴る,ける,to kick,JLPT N3
券,けん,"ticket, certificate",JLPT N3
県,けん,prefecture,JLPT N3
見解,けんかい,"opinion, point of view",JLPT N3
限界,げんかい,"limit, bound",JLPT N3
現金,げんきん,cash,JLPT N3
言語,げんご,language,JLPT N3
健康,けんこう,health(y),JLPT N3
検査,けんさ,"inspection, examination",JLPT N3
現在,げんざい,"now (same as 今 (いま)), present, current",JLPT N3
現実,げんじつ,reality,JLPT N3
現象,げんしょう,phenomenon,JLPT N3
現状,げんじょう,"present condition, status quo",JLPT N3
建設,けんせつ,"construction, foundation",JLPT N3
現代,げんだい,"today, present-day",JLPT N3
建築,けんちく,"construction, architecture",JLPT N3
見当,けんとう,"estimate, guess",JLPT N3
検討,けんとう,"consideration, examination, investigation",JLPT N3
現場,げんば,"actual spot, scene, field",JLPT N3
憲法,けんぽう,constitution,JLPT N3
権利,けんり,"right, privilege",JLPT N3
後,ご,"afterwards, since then",JLPT N3
碁,ご,Go (board game of capturing territory),JLPT N3
恋,こい,"love, tender passion",JLPT N3
濃い,こい,"thick (as of color, liquid), dense, strong",JLPT N3
恋人,こいびと,lover; sweetheart; girlfriend,JLPT N3
幸運,こううん,"good luck, fortune",JLPT N3
講演,こうえん,"lecture, talk",JLPT N3
効果,こうか,"effect, result",JLPT N3
硬貨,こうか,coin,JLPT N3
高価,こうか,high price,JLPT N3
豪華,ごうか,"luxurious, gorgeous, extravagance",JLPT N3
合格,ごうかく,"success, passing (e.g., exam)",JLPT N3
交換,こうかん,"exchange, swap",JLPT N3
航空,こうくう,"aviation, flying",JLPT N3
光景,こうけい,"scene, spectacle",JLPT N3
合計,ごうけい,"sum total, total amount",JLPT N3
攻撃,こうげき,"attack, strike, offensive",JLPT N3
貢献,こうけん,"contribution, services",JLPT N3
広告,こうこく,advertisement,JLPT N3
交際,こうさい,"friendship, association, acquaintance",JLPT N3
校舎,こうしゃ,school building,JLPT N3
後者,こうしゃ,the latter,JLPT N3
工場,こうば,"factory, plant",JLPT N3
公正,こうせい,"justice, fairness, impartiality",JLPT N3
構成,こうせい,"organization, composition",JLPT N3
高速,こうそく,"high speed, high gear",JLPT N3
行動,こうどう,"action, conduct, behavior",JLPT N3
強盗,ごうとう,"robbery, burglary",JLPT N3
後輩,こうはい,junior members of a group,JLPT N3
幸福,こうふく,"happiness, blessedness",JLPT N3
公平,こうへい,"fairness, impartial, justice",JLPT N3
候補,こうほ,candidacy,JLPT N3
考慮,こうりょ,"consideration, taking into account",JLPT N3
越える,こえる,"to exceed, to cross over, to cross",JLPT N3
超える,こえる,"to exceed, to cross over, to cross",JLPT N3
コーチ,コーチ,coach,JLPT N3
コード,コード,code; cord; chord,JLPT N3
氷,こおり,"ice, hail",JLPT N3
凍る,こおる,"to freeze, to be frozen over, to congeal",JLPT N3
ゴール,ゴール,goal,JLPT N3
誤解,ごかい,misunderstanding,JLPT N3
語学,ごがく,language study,JLPT N3
呼吸,こきゅう,"breath, respiration",JLPT N3
故郷,こきょう,hometown,JLPT N3
極,ごく,"quite, very",JLPT N3
国語,こくご,national language,JLPT N3
国籍,こくせき,nationality,JLPT N3
黒板,こくばん,blackboard,JLPT N3
克服,こくふく,"conquest, overcome",JLPT N3
国民,こくみん,"national, people, citizen",JLPT N3
穀物,こくもつ,"grain, cereal, corn",JLPT N3
腰,こし,"hip, waist",JLPT N3
胡椒,こしょう,pepper,JLPT N3
個人,こじん,"individual, private person",JLPT N3
越す,こす,"to go over (e.g., with audience)",JLPT N3
超す,こす,"to cross, to pass, to tide over",JLPT N3
国家,こっか,"state, country, nation",JLPT N3
国会,こっかい,"National Diet, parliament, congress",JLPT N3
国境,こっきょう,national or state border,JLPT N3
骨折,こっせつ,bone fracture,JLPT N3
小包,こづつみ,"parcel, package",JLPT N3
琴,こと,Japanese harp,JLPT N3
異なる,ことなる,"to differ, to vary",JLPT N3
諺,ことわざ,"proverb, saying",JLPT N3
断る,ことわる,"to refuse, to decline, to dismiss",JLPT N3
粉,こな,"flour, powder",JLPT N3
好み,このみ,"liking, taste, choice",JLPT N3
好む,このむ,"to like, to prefer",JLPT N3
こぼす,こぼす,to spill,JLPT N3
こぼれる,こぼれる,"to overflow, to spill",JLPT N3
塵,ごみ,"garbage, litter",JLPT N3
小麦,こむぎ,wheat,JLPT N3
ごめんなさい,ごめんなさい,"I beg your pardon, excuse me, I'm sorry",JLPT N3
小屋,こや,"hut, cabin, shed",JLPT N3
これら,これら,these,JLPT N3
殺す,ころす,to kill,JLPT N3
転ぶ,ころぶ,"to fall down, to fall over",JLPT N3
今回,こんかい,"now, this time, lately",JLPT N3
今後,こんご,"from now on, hereafter",JLPT N3
混雑,こんざつ,"confusion, congestion",JLPT N3
こんなに,こんなに,"so, like this, in this way",JLPT N3
困難,こんなん,"difficulty, distress",JLPT N3
今日,こんにち,"today, this day",JLPT N3
こんにちは,こんにちは,"hello, good day (daytime greeting)",JLPT N3
婚約,こんやく,"engagement, betrothal",JLPT N3
混乱,こんらん,"chaos, confusion, mayhem",JLPT N3
差,さ,"difference, variation",JLPT N3
サービス,サービス,"service, support system; goods or services without charge",JLPT N3
際,さい,"on the occasion of, circumstances",JLPT N3
最高,さいこう,"highest, supreme, the most",JLPT N3
財産,ざいさん,"property, fortune, assets",JLPT N3
最終,さいしゅう,"last, closing",JLPT N3
最中,さいちゅう,in the middle of,JLPT N3
最低,さいてい,"least, lowest, worst",JLPT N3
才能,さいのう,"talent, ability",JLPT N3
裁判,さいばん,"trial, judgment",JLPT N3
材料,ざいりょう,"ingredients, material",JLPT N3
幸い,さいわい,fortunately; luckily,JLPT N3
サイン,サイン,autograph; sign; sine,JLPT N3
境,さかい,"border, boundary, mental state",JLPT N3
逆らう,さからう,"to go against, to oppose, to disobey",JLPT N3
盛り,さかり,"helping, serving",JLPT N3
作業,さぎょう,"work, operation, manufacturing",JLPT N3
裂く,さく,"to tear, to split",JLPT N3
昨,さく,"last (year), yesterday",JLPT N3
作品,さくひん,"work, opus, production",JLPT N3
作物,さくもつ,"produce (e.g., agricultural), crops",JLPT N3
桜,さくら,"cherry blossom, cherry tree",JLPT N3
酒,さけ,"alcohol, sake",JLPT N3
叫ぶ,さけぶ,"to shout, to cry",JLPT N3
避ける,さける,"to avoid (physical contact); to ward off, to avert",JLPT N3
支える,ささえる,"support, hold, sustain",JLPT N3
刺さる,ささる,"to stick, to be stuck",JLPT N3
刺す,さす,"to sting, to bite (e.g., bug), to prick, to stab",JLPT N3
指す,さす,"to point,",JLPT N3
挿す,さす,"to insert, to put in, to graft",JLPT N3
注す,さす,"to pour (drink), to serve (drinks)",JLPT N3
射す,さす,"to shine, to strike",JLPT N3
座席,ざせき,seat,JLPT N3
誘う,さそう,"to invite (someone to do something with you); to tempt, to lure",JLPT N3
札,さつ,"bill, note",JLPT N3
作家,さっか,"author, writer, novelist",JLPT N3
作曲,さっきょく,composition (of music),JLPT N3
ざっと,ざっと,"roughly, in round numbers",JLPT N3
さっぱり,さっぱり,"feeling refreshed, neat",JLPT N3
さて,さて,"well; now (typically used when switching to a new, usually more important topic)",JLPT N3
砂漠,さばく,desert,JLPT N3
差別,さべつ,"discrimination, differentiation",JLPT N3
ママ,ママ,Mama,JLPT N3
豆,まめ,"beans, peas",JLPT N3
守る,まもる,to protect; to abide (by the rules),JLPT N3
迷う,まよう,"to be puzzled, to be perplexed, to lose one's way",JLPT N3
丸,まる,"circle, full (month)",JLPT N3
円,まる,circle,JLPT N3
まるで,まるで,just like,JLPT N3
万一,まんいち,"by some chance, if by any chance",JLPT N3
満足,まんぞく,satisfaction,JLPT N3
身,み,"body, main part",JLPT N3
実,み,"fruit, seed, good result",JLPT N3
見送り,みおくり,seeing one off,JLPT N3
味方,みかた,"ally, supporter",JLPT N3
見事,みごと,"splendid, magnificent",JLPT N3
ミス,ミス,"miss (mistake, error, failure), Miss",JLPT N3
満ちる,みちる,"to be full, to mature",JLPT N3
密,みつ,"thick, close",JLPT N3
認める,みとめる,"to recognize, to notice; to approve",JLPT N3
見舞い,みまい,"expression of sympathy, expression of concern",JLPT N3
土産,みやげ,souvenir,JLPT N3
都,みやこ,city; capital,JLPT N3
妙,みょう,"strange, unusual",JLPT N3
明後日,みょうごにち,day after tomorrow,JLPT N3
未来,みらい,future (life tense),JLPT N3
魅力,みりょく,"charm, fascination, appeal",JLPT N3
診る,みる,to examine (a patient),JLPT N3
ミルク,ミルク,milk,JLPT N3
無,む,"nothing, naught, zero",JLPT N3
向かい,むかい,"facing, opposite, across",JLPT N3
迎え,むかえ,"meeting, person sent to pick up an arrival",JLPT N3
向く,むく,to face,JLPT N3
剥く,むく,"to peel, to skin",JLPT N3
向ける,むける,"to turn towards, to point",JLPT N3
無視,むし,"disregard, ignore",JLPT N3
蒸し暑い,むしあつい,"humid, sultry",JLPT N3
虫歯,むしば,"cavity, tooth decay",JLPT N3
寧ろ,むしろ,"rather, better, instead",JLPT N3
蒸す,むす,"to steam, to poultice, to be sultry",JLPT N3
結ぶ,むすぶ,"to tie, to bind, to link",JLPT N3
無駄,むだ,"futility, uselessness",JLPT N3
夢中,むちゅう,"crush, crazy, be hooked on",JLPT N3
胸,むね,"breast, chest",JLPT N3
無料,むりょう,"free, no charge",JLPT N3
芽,め,sprout,JLPT N3
明確,めいかく,"clear, definite",JLPT N3
名刺,めいし,(name) card; business card,JLPT N3
名詞,めいし,noun,JLPT N3
命じる,めいじる,"to order, to command, to appoint",JLPT N3
名人,めいじん,"master, expert",JLPT N3
命令,めいれい,"order, command, decree",JLPT N3
迷惑,めいわく,"trouble, bother, annoyance",JLPT N3
目上,めうえ,person of higher status; one's senior,JLPT N3
飯,めし,"meals, food",JLPT N3
滅多に,めったに,"rarely (with neg. verb), seldom",JLPT N3
メモ,メモ,"memorandum, note",JLPT N3
面,めん,"face, mug, surface, side or facet, corner, page",JLPT N3
綿,めん,cotton,JLPT N3
免許,めんきょ,"license, permit, certificate",JLPT N3
面接,めんせつ,interview,JLPT N3
面倒,めんどう,"trouble, attention",JLPT N3
メンバー,メンバー,member,JLPT N3
申し込む,もうしこむ,"to apply for, to make an application",JLPT N3
申し訳,もうしわけ,"apology, excuse",JLPT N3
毛布,もうふ,blanket,JLPT N3
燃える,もえる,to burn,JLPT N3
目的,もくてき,"purpose, goal, aim",JLPT N3
目標,もくひょう,"mark, objective, target",JLPT N3
文字,もじ,"letter (of alphabet), character",JLPT N3
文字,もんじ,"letter (of alphabet), character",JLPT N3
もしかすると,もしかすると,"perhaps, maybe, by some chance",JLPT N3
もしも,もしも,if,JLPT N3
持ち上げる,もちあげる,"to raise, to lift up, to flatter",JLPT N3
用いる,もちいる,"to use, to make use of",JLPT N3
もったいない,もったいない,"wasteful; more than one deserves, unworthy of",JLPT N3
尤も,もっとも,"quite right, plausible, natural",JLPT N3
元,もと,"origin, original; former",JLPT N3
基,もと,basis,JLPT N3
素,もと,prime,JLPT N3
戻す,もどす,"to restore, to put back, to return",JLPT N3
基づく,もとづく,"to be grounded on, to be based on",JLPT N3
求める,もとめる,"to request, to ask for; to seek, to search for",JLPT N3
者,もの,person (same as 人 (ひと)),JLPT N3
物音,ものおと,sounds,JLPT N3
物語,ものがたり,"tale, story, legend",JLPT N3
物事,ものごと,"things, everything",JLPT N3
燃やす,もやす,to burn,JLPT N3
模様,もよう,"pattern, figure, design",JLPT N3
文句,もんく,a complaint,JLPT N3
やがて,やがて,"before long, soon, at length",JLPT N3
役,やく,"role, position",JLPT N3
約,やく,"approximately, about, some",JLPT N3
訳,やく,translation,JLPT N3
訳す,やくす,to translate,JLPT N3
役割,やくわり,"assigning (allotment of) parts, role, duties",JLPT N3
家賃,やちん,rent,JLPT N3
厄介,やっかい,"trouble, burden, care",JLPT N3
宿,やど,"inn, lodging",JLPT N3
雇う,やとう,"to employ, to hire",JLPT N3
屋根,やね,roof,JLPT N3
破る,やぶる,to tear; to violate; to defeat,JLPT N3
破れる,やぶれる,"to get torn, to wear out",JLPT N3
辞める,やめる,to retire,JLPT N3
やや,やや,"a little, partially, somewhat",JLPT N3
唯一,ゆいいつ,"only, sole, unique",JLPT N3
勇気,ゆうき,"courage, bravery, boldness",JLPT N3
友好,ゆうこう,friendship,JLPT N3
有効,ゆうこう,"valid, effectual",JLPT N3
優秀,ゆうしゅう,"superiority, excellence",JLPT N3
優勝,ゆうしょう,"overall victory, championship",JLPT N3
友情,ゆうじょう,"friendship, fellowship",JLPT N3
友人,ゆうじん,friend (formal),JLPT N3
有能,ゆうのう,"able, capable, efficient",JLPT N3
郵便,ゆうびん,"mail, postal service",JLPT N3
ユーモア,ユーモア,humor,JLPT N3
有利,ゆうり,"advantageous, better",JLPT N3
床,ゆか,floor,JLPT N3
愉快,ゆかい,"pleasant, happy",JLPT N3
譲る,ゆずる,"to turn over, to assign, to hand over",JLPT N3
豊か,ゆたか,"abundant, wealthy, plentiful, rich",JLPT N3
茹でる,ゆでる,to boil,JLPT N3
許す,ゆるす,"to permit, to allow, to approve",JLPT N3
夜,よ,"evening, night",JLPT N3
夜明け,よあけ,"dawn, daybreak",JLPT N3
酔う,よう,to get drunk,JLPT N3
容易,ようい,"easy, simple, plain",JLPT N3
容器,ようき,"container, vessel",JLPT N3
陽気,ようき,"season, weather, cheerfulness",JLPT N3
要求,ようきゅう,"request, demand",JLPT N3
用心,ようじん,"care, precaution, caution",JLPT N3
様子,ようす,"aspect, state, appearance",JLPT N3
要するに,ようするに,"in a word, after all, in short …",JLPT N3
要素,ようそ,element,JLPT N3
要点,ようてん,"gist, main point",JLPT N3
曜日,ようび,day of the week,JLPT N3
ヨーロッパ,ヨーロッパ,Europe,JLPT N3
予期,よき,"expectation, forecast",JLPT N3
横切る,よこぎる,"to cross (e.g., arms), to traverse",JLPT N3
汚す,よごす,"to pollute, to make dirty",JLPT N3
予算,よさん,"estimate, budget",JLPT N3
止す,よす,"to cease, to give up",JLPT N3
寄せる,よせる,"to collect, to gather, to put aside",JLPT N3
予測,よそく,"prediction, estimation",JLPT N3
ヨット,ヨット,yacht,JLPT N3
夜中,よなか,"midnight, dead of night",JLPT N3
世の中,よのなか,"society, the world",JLPT N3
余分,よぶん,"extra, excess, surplus",JLPT N3
予報,よほう,"forecast, prediction",JLPT N3
予防,よぼう,"prevention, protection against",JLPT N3
読み,よみ,reading,JLPT N3
嫁,よめ,"bride, daughter-in-law",JLPT N3
余裕,よゆう,excess; surplus,JLPT N3
より,より,"twist, ply",JLPT N3
因る,よる,to come from,JLPT N3
喜び,よろこび,"joy, pleasure, rejoicing",JLPT N3
よろしく (かん),よろしく (かん),"best regards, please remember me",JLPT N3
四,よん,four,JLPT N3
